id,age,age_bin,job,marital,education,education_ord,young_short_call
9513,40,35-49,blue-collar,married,basic.9y,3.0,0
9514,41,35-49,blue-collar,married,basic.9y,3.0,0
9515,45,35-49,admin.,married,university.degree,5.0,0
9516,30,25-34,blue-collar,divorced,basic.9y,3.0,1
9517,33,25-34,technician,married,professional.course,6.0,0
9518,39,35-49,admin.,single,,,0
9519,33,25-34,management,married,university.degree,5.0,1
9520,31,25-34,blue-collar,single,,,0
9521,42,35-49,technician,divorced,basic.9y,3.0,0
9522,35,25-34,entrepreneur,divorced,high.school,4.0,0
9523,56,50-64,retired,married,basic.6y,2.0,0
9524,52,50-64,blue-collar,married,basic.9y,3.0,0
9525,29,25-34,admin.,single,university.degree,5.0,0
9526,56,50-64,retired,married,basic.4y,1.0,0
9527,38,35-49,admin.,married,basic.9y,3.0,0
9528,60,50-64,technician,married,professional.course,6.0,0
9529,56,50-64,services,married,basic.4y,1.0,0
9530,39,35-49,self-employed,married,university.degree,5.0,0
9531,40,35-49,services,married,basic.6y,2.0,0
9532,56,50-64,services,married,basic.4y,1.0,0
9533,30,25-34,blue-collar,single,basic.4y,1.0,1
9534,43,35-49,blue-collar,married,basic.4y,1.0,0
9535,39,35-49,admin.,married,high.school,4.0,0
9536,41,35-49,,single,basic.6y,2.0,0
9537,27,25-34,admin.,single,high.school,4.0,1
9538,43,35-49,technician,divorced,professional.course,6.0,0
9539,37,35-49,technician,married,professional.course,6.0,0
9540,25,<25,services,married,high.school,4.0,1
9541,37,35-49,technician,married,professional.course,6.0,0
9542,24,<25,admin.,single,professional.course,6.0,0
9543,59,50-64,retired,married,basic.4y,1.0,0
9544,32,25-34,technician,single,university.degree,5.0,0
9545,30,25-34,admin.,married,,,1
9546,40,35-49,technician,married,professional.course,6.0,0
9547,27,25-34,services,married,high.school,4.0,0
9548,30,25-34,blue-collar,single,basic.4y,1.0,0
9549,48,35-49,blue-collar,married,basic.4y,1.0,0
9550,37,35-49,admin.,divorced,university.degree,5.0,0
9551,39,35-49,blue-collar,married,basic.6y,2.0,0
9552,34,25-34,admin.,married,basic.9y,3.0,0
9553,41,35-49,blue-collar,divorced,basic.6y,2.0,0
9554,34,25-34,admin.,married,high.school,4.0,0
9555,36,35-49,blue-collar,married,basic.4y,1.0,0
9556,37,35-49,admin.,divorced,university.degree,5.0,0
9557,42,35-49,services,married,high.school,4.0,0
9558,39,35-49,technician,married,professional.course,6.0,0
9559,39,35-49,services,married,high.school,4.0,0
9560,35,25-34,admin.,married,high.school,4.0,0
9561,35,25-34,unemployed,divorced,high.school,4.0,0
9562,34,25-34,blue-collar,married,basic.6y,2.0,1
9563,42,35-49,technician,single,basic.9y,3.0,0
9564,49,35-49,admin.,divorced,high.school,4.0,0
9565,53,50-64,admin.,single,basic.6y,2.0,0
9566,29,25-34,admin.,married,high.school,4.0,1
9567,32,25-34,blue-collar,married,basic.9y,3.0,1
9568,29,25-34,admin.,married,high.school,4.0,0
9569,46,35-49,self-employed,divorced,basic.9y,3.0,0
9570,58,50-64,management,married,,,0
9571,32,25-34,admin.,single,university.degree,5.0,1
9572,44,35-49,blue-collar,married,basic.6y,2.0,0
9573,26,25-34,student,single,high.school,4.0,0
9574,56,50-64,technician,divorced,professional.course,6.0,0
9575,25,<25,blue-collar,married,professional.course,6.0,1
9576,29,25-34,blue-collar,single,basic.9y,3.0,1
9577,44,35-49,blue-collar,married,professional.course,6.0,0
9578,44,35-49,technician,divorced,professional.course,6.0,0
9579,44,35-49,blue-collar,single,basic.4y,1.0,0
9580,44,35-49,blue-collar,single,basic.4y,1.0,0
9581,29,25-34,blue-collar,single,basic.9y,3.0,0
9582,37,35-49,blue-collar,married,professional.course,6.0,0
9583,34,25-34,self-employed,married,university.degree,5.0,1
9584,54,50-64,blue-collar,married,basic.9y,3.0,0
9585,58,50-64,retired,divorced,professional.course,6.0,0
9586,24,<25,services,single,high.school,4.0,0
9587,35,25-34,technician,married,professional.course,6.0,0
9588,30,25-34,admin.,divorced,high.school,4.0,0
9589,40,35-49,technician,married,professional.course,6.0,0
9590,29,25-34,blue-collar,married,basic.4y,1.0,1
9591,54,50-64,technician,single,basic.9y,3.0,0
9592,40,35-49,technician,married,professional.course,6.0,0
9593,52,50-64,management,divorced,university.degree,5.0,0
9594,44,35-49,blue-collar,single,basic.6y,2.0,0
9595,34,25-34,blue-collar,married,professional.course,6.0,0
9596,31,25-34,admin.,single,university.degree,5.0,1
9597,30,25-34,admin.,single,high.school,4.0,1
9598,36,35-49,technician,married,professional.course,6.0,0
9599,26,25-34,student,single,high.school,4.0,0
9600,36,35-49,technician,married,professional.course,6.0,0
9601,36,35-49,technician,married,professional.course,6.0,0
9602,40,35-49,housemaid,single,university.degree,5.0,0
9603,46,35-49,admin.,single,university.degree,5.0,0
9604,34,25-34,blue-collar,married,basic.9y,3.0,1
9605,46,35-49,entrepreneur,married,professional.course,6.0,0
9606,27,25-34,technician,single,professional.course,6.0,0
9607,36,35-49,entrepreneur,married,high.school,4.0,0
9608,50,35-49,management,married,high.school,4.0,0
9609,28,25-34,blue-collar,married,basic.4y,1.0,1
9610,34,25-34,admin.,married,university.degree,5.0,0
9611,41,35-49,blue-collar,single,basic.9y,3.0,0
9612,41,35-49,technician,single,university.degree,5.0,0
9613,40,35-49,housemaid,married,high.school,4.0,0
9614,25,<25,blue-collar,single,basic.4y,1.0,1
9615,43,35-49,admin.,married,university.degree,5.0,0
9616,35,25-34,admin.,married,high.school,4.0,0
9617,38,35-49,self-employed,married,basic.9y,3.0,0
9618,45,35-49,self-employed,divorced,university.degree,5.0,0
9619,32,25-34,technician,married,professional.course,6.0,1
9620,51,50-64,blue-collar,married,basic.9y,3.0,0
9621,33,25-34,technician,single,high.school,4.0,0
9622,39,35-49,self-employed,married,basic.4y,1.0,0
9623,56,50-64,entrepreneur,divorced,university.degree,5.0,0
9624,35,25-34,blue-collar,married,basic.9y,3.0,0
9625,57,50-64,retired,married,basic.4y,1.0,0
9626,54,50-64,unemployed,single,basic.6y,2.0,0
9627,49,35-49,blue-collar,single,basic.4y,1.0,0
9628,40,35-49,technician,married,professional.course,6.0,0
9629,33,25-34,management,married,high.school,4.0,1
9630,33,25-34,unemployed,single,high.school,4.0,1
9631,24,<25,services,single,high.school,4.0,0
9632,25,<25,technician,single,high.school,4.0,0
9633,34,25-34,services,married,basic.9y,3.0,0
9634,37,35-49,unemployed,single,basic.9y,3.0,0
9635,39,35-49,management,married,university.degree,5.0,0
9636,32,25-34,technician,single,professional.course,6.0,1
9637,34,25-34,admin.,married,high.school,4.0,0
9638,25,<25,services,single,high.school,4.0,1
9639,32,25-34,admin.,single,professional.course,6.0,0
9640,29,25-34,blue-collar,married,basic.4y,1.0,1
9641,59,50-64,housemaid,married,basic.4y,1.0,0
9642,39,35-49,self-employed,married,basic.9y,3.0,0
9643,35,25-34,technician,married,university.degree,5.0,0
9644,33,25-34,technician,married,basic.9y,3.0,1
9645,25,<25,technician,single,professional.course,6.0,1
9646,60,50-64,management,married,,,0
9647,44,35-49,technician,married,basic.6y,2.0,0
9648,31,25-34,blue-collar,married,basic.4y,1.0,0
9649,36,35-49,technician,married,university.degree,5.0,0
9650,30,25-34,services,married,university.degree,5.0,1
9651,36,35-49,technician,married,high.school,4.0,0
9652,53,50-64,blue-collar,married,basic.4y,1.0,0
9653,40,35-49,unemployed,married,high.school,4.0,0
9654,48,35-49,unemployed,married,basic.9y,3.0,0
9655,36,35-49,admin.,married,university.degree,5.0,0
9656,47,35-49,blue-collar,married,basic.9y,3.0,0
9657,28,25-34,admin.,single,basic.9y,3.0,1
9658,31,25-34,blue-collar,married,basic.6y,2.0,0
9659,58,50-64,technician,married,basic.4y,1.0,0
9660,36,35-49,admin.,single,high.school,4.0,0
9661,34,25-34,admin.,single,high.school,4.0,1
9662,34,25-34,technician,married,university.degree,5.0,0
9663,44,35-49,admin.,married,university.degree,5.0,0
9664,33,25-34,services,divorced,high.school,4.0,1
9665,29,25-34,blue-collar,married,basic.9y,3.0,0
9666,36,35-49,blue-collar,single,basic.9y,3.0,0
9667,43,35-49,admin.,single,high.school,4.0,0
9668,32,25-34,services,married,,,1
9669,46,35-49,admin.,single,university.degree,5.0,0
9670,50,35-49,technician,married,professional.course,6.0,0
9671,41,35-49,blue-collar,single,basic.9y,3.0,0
9672,38,35-49,blue-collar,married,basic.6y,2.0,0
9673,41,35-49,management,married,high.school,4.0,0
9674,49,35-49,blue-collar,married,basic.9y,3.0,0
9675,38,35-49,technician,married,high.school,4.0,0
9676,50,35-49,services,single,basic.4y,1.0,0
9677,53,50-64,blue-collar,single,basic.9y,3.0,0
9678,39,35-49,admin.,married,university.degree,5.0,0
9679,43,35-49,management,married,basic.4y,1.0,0
9680,41,35-49,services,single,high.school,4.0,0
9681,32,25-34,blue-collar,married,high.school,4.0,1
9682,31,25-34,admin.,married,high.school,4.0,0
9683,29,25-34,self-employed,married,high.school,4.0,0
9684,52,50-64,entrepreneur,married,basic.9y,3.0,0
9685,58,50-64,,married,basic.4y,1.0,0
9686,47,35-49,blue-collar,married,basic.4y,1.0,0
9687,45,35-49,admin.,married,high.school,4.0,0
9688,45,35-49,technician,married,high.school,4.0,0
9689,37,35-49,blue-collar,married,high.school,4.0,0
9690,49,35-49,entrepreneur,married,university.degree,5.0,0
9691,26,25-34,technician,married,professional.course,6.0,1
9692,40,35-49,blue-collar,married,basic.6y,2.0,0
9693,32,25-34,blue-collar,married,basic.4y,1.0,0
9694,30,25-34,blue-collar,single,basic.4y,1.0,1
9695,60,50-64,management,married,university.degree,5.0,0
9696,39,35-49,admin.,single,university.degree,5.0,0
9697,35,25-34,blue-collar,married,basic.9y,3.0,0
9698,32,25-34,admin.,single,high.school,4.0,1
9699,28,25-34,entrepreneur,single,high.school,4.0,0
9700,48,35-49,admin.,married,high.school,4.0,0
9701,46,35-49,admin.,married,high.school,4.0,0
9702,26,25-34,admin.,single,high.school,4.0,0
9703,28,25-34,blue-collar,married,basic.6y,2.0,1
9704,52,50-64,,married,basic.4y,1.0,0
9705,29,25-34,blue-collar,single,high.school,4.0,0
9706,38,35-49,technician,married,professional.course,6.0,0
9707,42,35-49,services,divorced,basic.6y,2.0,0
9708,36,35-49,admin.,married,university.degree,5.0,0
9709,27,25-34,entrepreneur,single,university.degree,5.0,0
9710,47,35-49,blue-collar,married,high.school,4.0,0
9711,54,50-64,housemaid,married,professional.course,6.0,0
9712,32,25-34,blue-collar,single,basic.9y,3.0,1
9713,42,35-49,blue-collar,married,basic.9y,3.0,0
9714,39,35-49,self-employed,married,university.degree,5.0,0
9715,37,35-49,blue-collar,,basic.6y,2.0,0
9716,25,<25,blue-collar,divorced,basic.9y,3.0,0
9717,34,25-34,management,single,high.school,4.0,0
9718,41,35-49,blue-collar,divorced,basic.9y,3.0,0
9719,40,35-49,blue-collar,married,basic.4y,1.0,0
9720,26,25-34,blue-collar,single,high.school,4.0,1
9721,49,35-49,admin.,single,university.degree,5.0,0
9722,60,50-64,retired,divorced,basic.4y,1.0,0
9723,42,35-49,blue-collar,single,basic.9y,3.0,0
9724,35,25-34,blue-collar,married,high.school,4.0,0
9725,30,25-34,admin.,married,high.school,4.0,1
9726,42,35-49,blue-collar,married,basic.9y,3.0,0
9727,39,35-49,admin.,single,university.degree,5.0,0
9728,25,<25,technician,single,university.degree,5.0,1
9729,37,35-49,admin.,married,high.school,4.0,0
9730,32,25-34,technician,single,professional.course,6.0,0
9731,35,25-34,blue-collar,married,basic.9y,3.0,0
9732,28,25-34,blue-collar,single,basic.9y,3.0,0
9733,32,25-34,admin.,married,university.degree,5.0,0
9734,42,35-49,technician,married,basic.9y,3.0,0
9735,35,25-34,blue-collar,married,basic.4y,1.0,0
9736,45,35-49,admin.,married,,,0
9737,39,35-49,self-employed,married,basic.4y,1.0,0
9738,38,35-49,management,married,basic.6y,2.0,0
9739,52,50-64,entrepreneur,married,basic.9y,3.0,0
9740,41,35-49,self-employed,married,basic.9y,3.0,0
9741,45,35-49,blue-collar,married,basic.4y,1.0,0
9742,32,25-34,services,married,high.school,4.0,0
9743,38,35-49,housemaid,married,university.degree,5.0,0
9744,53,50-64,blue-collar,married,basic.9y,3.0,0
9745,37,35-49,blue-collar,divorced,basic.9y,3.0,0
9746,48,35-49,blue-collar,married,basic.4y,1.0,0
9747,36,35-49,blue-collar,married,basic.4y,1.0,0
9748,31,25-34,services,married,high.school,4.0,1
9749,31,25-34,services,single,high.school,4.0,0
9750,35,25-34,admin.,married,basic.9y,3.0,0
9751,54,50-64,management,married,university.degree,5.0,0
9752,45,35-49,self-employed,married,professional.course,6.0,0
9753,41,35-49,blue-collar,married,basic.9y,3.0,0
9754,34,25-34,admin.,married,university.degree,5.0,0
9755,41,35-49,blue-collar,married,high.school,4.0,0
9756,35,25-34,blue-collar,married,basic.9y,3.0,0
9757,33,25-34,services,married,basic.4y,1.0,1
9758,51,50-64,services,single,high.school,4.0,0
9759,41,35-49,blue-collar,married,basic.4y,1.0,0
9760,40,35-49,services,married,,,0
9761,50,35-49,technician,married,high.school,4.0,0
9762,33,25-34,blue-collar,married,basic.9y,3.0,0
9763,37,35-49,admin.,married,high.school,4.0,0
9764,48,35-49,services,married,basic.6y,2.0,0
9765,54,50-64,retired,married,university.degree,5.0,0
9766,34,25-34,technician,married,basic.6y,2.0,0
9767,35,25-34,blue-collar,married,basic.9y,3.0,0
9768,38,35-49,self-employed,married,university.degree,5.0,0
9769,37,35-49,blue-collar,single,high.school,4.0,0
9770,40,35-49,housemaid,single,university.degree,5.0,0
9771,56,50-64,blue-collar,married,basic.4y,1.0,0
9772,35,25-34,blue-collar,divorced,basic.9y,3.0,0
9773,35,25-34,technician,single,high.school,4.0,0
9774,44,35-49,blue-collar,married,basic.4y,1.0,0
9775,59,50-64,blue-collar,married,basic.4y,1.0,0
9776,39,35-49,housemaid,married,basic.4y,1.0,0
9777,39,35-49,admin.,married,university.degree,5.0,0
9778,53,50-64,blue-collar,married,basic.9y,3.0,0
9779,41,35-49,unemployed,married,basic.9y,3.0,0
9780,30,25-34,blue-collar,married,basic.9y,3.0,1
9781,47,35-49,services,married,basic.6y,2.0,0
9782,32,25-34,admin.,married,high.school,4.0,0
9783,54,50-64,housemaid,divorced,basic.4y,1.0,0
9784,56,50-64,blue-collar,married,basic.4y,1.0,0
9785,50,35-49,entrepreneur,married,basic.9y,3.0,0
9786,26,25-34,blue-collar,married,high.school,4.0,1
9787,26,25-34,admin.,married,high.school,4.0,0
9788,36,35-49,technician,married,high.school,4.0,0
9789,47,35-49,technician,single,,,0
9790,36,35-49,services,divorced,university.degree,5.0,0
9791,37,35-49,management,single,university.degree,5.0,0
9792,51,50-64,admin.,divorced,high.school,4.0,0
9793,36,35-49,,single,basic.6y,2.0,0
9794,21,<25,technician,single,professional.course,6.0,1
9795,39,35-49,management,married,university.degree,5.0,0
9796,39,35-49,blue-collar,married,basic.4y,1.0,0
9797,29,25-34,admin.,married,professional.course,6.0,0
9798,45,35-49,services,divorced,high.school,4.0,0
9799,37,35-49,blue-collar,divorced,basic.9y,3.0,0
9800,40,35-49,admin.,single,university.degree,5.0,0
9801,25,<25,admin.,married,,,0
9802,49,35-49,blue-collar,married,basic.6y,2.0,0
9803,44,35-49,services,married,basic.9y,3.0,0
9804,34,25-34,blue-collar,married,high.school,4.0,1
9805,39,35-49,technician,divorced,professional.course,6.0,0
9806,56,50-64,services,married,high.school,4.0,0
9807,41,35-49,technician,married,professional.course,6.0,0
9808,32,25-34,,single,basic.6y,2.0,1
9809,30,25-34,housemaid,married,high.school,4.0,0
9810,33,25-34,admin.,married,university.degree,5.0,0
9811,46,35-49,admin.,married,high.school,4.0,0
9812,34,25-34,management,married,university.degree,5.0,0
9813,57,50-64,blue-collar,married,basic.4y,1.0,0
9814,29,25-34,admin.,married,professional.course,6.0,1
9815,43,35-49,blue-collar,married,basic.4y,1.0,0
9816,53,50-64,blue-collar,married,basic.4y,1.0,0
9817,53,50-64,blue-collar,married,basic.9y,3.0,0
9818,50,35-49,services,divorced,basic.4y,1.0,0
9819,44,35-49,services,married,,,0
9820,28,25-34,admin.,single,,,0
9821,39,35-49,admin.,single,high.school,4.0,0
9822,48,35-49,services,married,high.school,4.0,0
9823,55,50-64,unemployed,married,basic.4y,1.0,0
9824,43,35-49,blue-collar,married,basic.4y,1.0,0
9825,44,35-49,services,divorced,high.school,4.0,0
9826,33,25-34,admin.,married,high.school,4.0,0
9827,43,35-49,blue-collar,married,basic.4y,1.0,0
9828,39,35-49,unemployed,married,professional.course,6.0,0
9829,29,25-34,admin.,single,university.degree,5.0,0
9830,46,35-49,blue-collar,married,basic.4y,1.0,0
9831,36,35-49,blue-collar,divorced,high.school,4.0,0
9832,47,35-49,management,married,university.degree,5.0,0
9833,41,35-49,admin.,single,university.degree,5.0,0
9834,47,35-49,blue-collar,divorced,basic.9y,3.0,0
9835,42,35-49,management,married,university.degree,5.0,0
9836,36,35-49,blue-collar,divorced,high.school,4.0,0
9837,42,35-49,blue-collar,married,basic.6y,2.0,0
9838,39,35-49,entrepreneur,married,high.school,4.0,0
9839,45,35-49,services,married,high.school,4.0,0
9840,48,35-49,blue-collar,married,basic.9y,3.0,0
9841,37,35-49,admin.,married,university.degree,5.0,0
9842,30,25-34,self-employed,single,university.degree,5.0,0
9843,56,50-64,technician,married,basic.4y,1.0,0
9844,28,25-34,admin.,married,university.degree,5.0,0
9845,33,25-34,management,married,high.school,4.0,1
9846,28,25-34,admin.,married,university.degree,5.0,0
9847,29,25-34,admin.,married,university.degree,5.0,0
9848,36,35-49,blue-collar,married,basic.6y,2.0,0
9849,35,25-34,services,single,high.school,4.0,0
9850,49,35-49,self-employed,married,professional.course,6.0,0
9851,22,<25,technician,married,basic.9y,3.0,0
9852,48,35-49,blue-collar,married,basic.9y,3.0,0
9853,53,50-64,blue-collar,divorced,basic.4y,1.0,0
9854,32,25-34,blue-collar,married,basic.9y,3.0,0
9855,48,35-49,admin.,divorced,high.school,4.0,0
9856,52,50-64,admin.,divorced,basic.6y,2.0,0
9857,33,25-34,blue-collar,married,basic.9y,3.0,1
9858,30,25-34,blue-collar,married,basic.6y,2.0,1
9859,29,25-34,admin.,single,university.degree,5.0,0
9860,31,25-34,services,married,high.school,4.0,1
9861,38,35-49,blue-collar,single,basic.9y,3.0,0
9862,45,35-49,entrepreneur,married,high.school,4.0,0
9863,36,35-49,blue-collar,married,basic.6y,2.0,0
9864,45,35-49,technician,single,professional.course,6.0,0
9865,31,25-34,admin.,single,university.degree,5.0,1
9866,47,35-49,management,married,basic.4y,1.0,0
9867,27,25-34,admin.,married,basic.9y,3.0,1
9868,37,35-49,blue-collar,married,basic.6y,2.0,0
9869,49,35-49,blue-collar,married,basic.9y,3.0,0
9870,37,35-49,blue-collar,married,basic.6y,2.0,0
9871,42,35-49,blue-collar,married,basic.6y,2.0,0
9872,54,50-64,admin.,married,university.degree,5.0,0
