id,housing,loan,default
5418,no,no,
5419,yes,no,no
5420,yes,no,no
5421,yes,yes,no
5422,yes,no,no
5423,no,no,no
5424,yes,no,no
5425,no,yes,no
5426,no,no,no
5427,no,no,no
5428,yes,no,no
5429,no,no,no
5430,no,no,no
5431,yes,no,
5432,yes,no,no
5433,yes,no,no
5434,yes,no,no
5435,no,no,
5436,no,no,no
5437,no,yes,no
5438,no,yes,
5439,yes,no,
5440,no,yes,no
5441,no,yes,no
5442,yes,no,no
5443,yes,no,no
5444,no,no,no
5445,yes,no,no
5446,yes,yes,no
5447,no,yes,no
5448,no,no,no
5449,no,no,no
5450,yes,no,
5451,no,no,
5452,no,yes,no
5453,no,no,no
5454,yes,no,
5455,yes,no,
5456,no,yes,no
5457,yes,no,
5458,yes,no,no
5459,no,no,no
5460,,,no
5461,no,yes,no
5462,no,yes,
5463,yes,yes,no
5464,no,no,no
5465,yes,yes,no
5466,no,yes,no
5467,no,no,no
5468,yes,no,
5469,no,yes,no
5470,yes,yes,no
5471,yes,no,
5472,no,yes,no
5473,yes,no,
5474,no,no,no
5475,no,no,no
5476,no,no,no
5477,yes,no,
5478,yes,no,no
5479,no,no,no
5480,no,no,no
5481,yes,no,no
5482,yes,no,
5483,no,no,no
5484,yes,no,no
5485,yes,no,no
5486,yes,no,no
5487,no,yes,
5488,no,no,no
5489,yes,no,no
5490,yes,no,no
5491,yes,no,no
5492,no,no,no
5493,yes,no,no
5494,no,no,no
5495,no,no,no
5496,yes,no,no
5497,no,no,no
5498,no,no,no
5499,no,no,no
5500,no,no,no
5501,no,no,no
5502,yes,no,no
5503,yes,no,
5504,yes,no,no
5505,yes,no,no
5506,yes,no,
5507,no,no,no
5508,no,no,no
5509,yes,no,
5510,no,no,no
5511,yes,no,no
5512,yes,no,no
5513,yes,no,no
5514,yes,no,no
5515,yes,yes,
5516,yes,yes,
5517,no,no,
5518,no,no,no
5519,no,no,no
5520,yes,no,no
5521,yes,yes,no
5522,yes,no,no
5523,no,no,no
5524,yes,no,no
5525,no,no,no
5526,no,no,
5527,yes,no,no
5528,no,no,no
5529,no,no,
5530,yes,no,
5531,no,yes,
5532,yes,no,
5533,yes,yes,no
5534,no,no,no
5535,yes,yes,
5536,yes,no,no
5537,yes,no,
5538,yes,no,
5539,yes,no,no
5540,yes,no,
5541,yes,no,no
5542,no,no,no
5543,yes,no,no
5544,no,no,
5545,yes,no,no
5546,yes,no,no
5547,yes,yes,no
5548,no,no,no
5549,yes,yes,no
5550,no,yes,
5551,no,yes,
5552,yes,no,
5553,,,no
5554,yes,yes,
5555,no,no,no
5556,yes,no,
5557,no,no,
5558,no,no,no
5559,no,no,no
5560,no,no,no
5561,no,yes,no
5562,no,no,no
5563,no,no,
5564,no,no,
5565,yes,no,no
5566,no,no,
5567,yes,no,no
5568,yes,no,no
5569,no,no,
5570,yes,no,no
5571,yes,yes,no
5572,no,no,
5573,yes,no,no
5574,no,no,no
5575,no,no,no
5576,yes,no,no
5577,yes,no,
5578,no,no,no
5579,no,no,no
5580,yes,no,no
5581,no,no,no
5582,no,no,no
5583,no,no,no
5584,no,no,no
5585,no,no,
5586,yes,no,no
5587,,,no
5588,no,no,no
5589,no,no,
5590,no,no,
5591,no,no,no
5592,yes,no,no
5593,yes,no,no
5594,yes,no,no
5595,no,yes,no
5596,no,yes,no
5597,yes,no,no
5598,no,no,no
5599,,,
5600,no,no,
5601,no,no,no
5602,no,no,
5603,yes,no,no
5604,yes,no,
5605,no,yes,no
5606,yes,no,no
5607,no,no,
5608,no,no,
5609,yes,no,
5610,yes,no,no
5611,no,yes,no
5612,yes,no,no
5613,no,no,
5614,yes,no,no
5615,no,no,no
5616,no,yes,no
5617,yes,no,no
5618,no,yes,
5619,yes,no,
5620,no,no,no
5621,yes,no,
5622,no,no,
5623,no,no,
5624,no,no,no
5625,no,yes,no
5626,no,no,
5627,yes,no,
5628,yes,yes,
5629,yes,no,no
5630,no,no,no
5631,no,no,no
5632,no,yes,no
5633,yes,no,
5634,yes,no,no
5635,no,yes,
5636,no,yes,
5637,yes,no,
5638,yes,no,no
5639,no,yes,no
5640,yes,no,no
5641,no,yes,no
5642,yes,no,
5643,yes,no,
5644,no,no,no
5645,no,no,
5646,no,no,
5647,yes,no,no
5648,no,no,no
5649,yes,no,no
5650,yes,yes,
5651,yes,no,
5652,yes,yes,no
5653,yes,no,
5654,yes,no,
5655,yes,no,
5656,yes,yes,no
5657,yes,no,no
5658,no,no,no
5659,yes,no,
5660,yes,no,no
5661,yes,no,no
5662,no,no,
5663,yes,yes,
5664,no,no,
5665,no,no,
5666,no,no,no
5667,no,no,no
5668,yes,yes,
5669,yes,no,
5670,yes,yes,
5671,no,yes,no
5672,yes,no,no
5673,no,no,no
5674,yes,yes,
5675,no,yes,no
5676,no,no,
5677,no,yes,no
5678,no,no,no
5679,no,no,no
5680,no,no,no
5681,no,no,no
5682,yes,no,no
5683,yes,no,no
5684,yes,yes,
5685,no,no,
5686,yes,no,
5687,yes,yes,no
5688,yes,no,no
5689,no,no,no
5690,yes,yes,no
5691,yes,no,no
5692,no,no,no
5693,,,no
5694,no,no,
5695,yes,yes,no
5696,yes,no,no
5697,yes,no,no
5698,no,no,no
5699,no,no,no
5700,no,no,no
5701,yes,no,no
5702,yes,no,
5703,yes,no,no
5704,yes,no,no
5705,no,yes,no
5706,no,no,no
5707,no,no,no
5708,yes,yes,no
5709,yes,no,
5710,yes,no,no
5711,no,no,no
5712,no,no,
5713,yes,yes,no
5714,yes,no,no
5715,no,no,no
5716,no,no,no
5717,no,no,no
5718,no,no,
5719,yes,no,no
5720,no,no,no
5721,yes,no,
5722,no,no,no
5723,yes,no,no
5724,yes,no,no
5725,yes,no,no
5726,no,no,no
5727,no,no,no
5728,yes,no,no
5729,yes,no,no
5730,no,no,
5731,no,yes,no
5732,yes,yes,
5733,yes,yes,
5734,no,yes,no
5735,no,yes,no
5736,no,no,no
5737,yes,no,no
5738,yes,no,no
5739,yes,no,
5740,no,yes,no
5741,no,no,no
5742,yes,no,no
5743,yes,no,
5744,no,yes,no
5745,no,no,no
5746,no,yes,no
5747,yes,no,
5748,no,no,no
5749,yes,no,
5750,no,no,no
5751,yes,no,no
5752,no,yes,no
5753,yes,no,no
5754,yes,no,no
5755,yes,no,no
5756,yes,no,no
5757,no,no,no
5758,yes,no,no
5759,yes,no,
5760,yes,no,
5761,yes,no,no
5762,no,no,no
5763,yes,yes,
5764,no,no,no
5765,no,yes,no
5766,yes,no,no
5767,yes,no,no
5768,no,no,no
5769,yes,no,no
5770,no,yes,
5771,no,no,no
5772,yes,no,no
5773,no,no,no
5774,no,no,no
5775,no,no,no
5776,no,yes,no
5777,yes,yes,
5778,,,no
5779,no,no,
5780,no,no,no
5781,no,no,no
5782,no,no,
5783,no,no,
5784,no,no,no
5785,yes,yes,
5786,no,no,
5787,no,no,
5788,no,no,no
5789,no,no,no
5790,no,no,
5791,yes,no,no
5792,no,no,no
5793,no,no,no
5794,yes,no,no
5795,no,no,no
5796,no,no,
5797,no,no,
5798,yes,yes,
5799,no,yes,no
5800,no,no,
5801,yes,no,no
5802,yes,no,no
5803,no,no,
5804,yes,yes,no
5805,yes,no,no
5806,yes,no,no
5807,no,no,no
5808,yes,no,no
5809,yes,no,
5810,no,no,no
5811,no,yes,
5812,no,yes,
5813,no,no,no
5814,yes,no,no
5815,yes,no,
5816,yes,no,
5817,yes,no,no
5818,yes,yes,no
5819,no,no,no
5820,yes,no,no
5821,yes,no,
5822,yes,no,no
5823,no,no,no
5824,no,no,no
5825,yes,no,no
5826,no,no,no
5827,yes,no,no
5828,yes,no,no
5829,no,no,no
5830,no,no,no
5831,no,no,no
5832,yes,no,
5833,no,no,no
5834,no,no,no
5835,no,no,
5836,yes,no,
5837,yes,no,no
5838,yes,no,
5839,no,no,
5840,yes,yes,no
5841,no,no,no
5842,yes,no,
5843,no,no,no
5844,no,no,no
5845,no,no,no
5846,no,no,no
5847,no,no,no
5848,no,no,no
5849,yes,no,no
5850,yes,no,
5851,yes,no,
5852,yes,yes,
5853,no,no,no
5854,yes,yes,no
5855,no,no,no
5856,yes,yes,
5857,no,no,no
5858,yes,no,no
5859,yes,no,
5860,no,no,no
5861,yes,yes,no
5862,no,no,no
5863,no,no,no
5864,yes,no,no
5865,yes,yes,no
5866,yes,no,
5867,yes,no,no
5868,yes,no,
5869,yes,yes,no
5870,yes,no,no
5871,no,no,
5872,yes,yes,no
5873,yes,no,no
5874,yes,no,
5875,yes,yes,no
5876,no,no,no
5877,no,no,no
5878,yes,yes,
5879,yes,no,no
5880,no,no,no
5881,no,no,no
5882,no,yes,
5883,no,no,
5884,no,no,no
5885,yes,yes,no
5886,no,no,
5887,no,no,
5888,no,yes,no
5889,yes,no,
5890,yes,no,no
5891,no,no,
5892,yes,no,
5893,no,no,no
5894,yes,no,no
5895,no,no,no
5896,yes,no,no
5897,no,no,no
5898,no,no,no
5899,yes,yes,
5900,yes,no,no
5901,no,no,
5902,no,no,no
5903,yes,no,no
5904,yes,no,no
5905,no,no,no
5906,yes,yes,no
5907,yes,no,no
5908,yes,no,no
5909,yes,no,no
5910,yes,yes,no
5911,no,no,no
5912,no,no,no
5913,yes,no,no
5914,yes,yes,no
5915,yes,no,no
5916,yes,no,no
5917,yes,yes,
5918,yes,no,
5919,no,yes,no
5920,no,yes,no
5921,yes,no,no
5922,yes,no,no
5923,yes,no,
5924,no,no,no
5925,yes,yes,
5926,no,no,no
5927,no,no,no
5928,yes,no,
5929,yes,no,no
5930,yes,no,no
5931,no,no,no
5932,yes,yes,no
5933,yes,no,no
5934,no,no,
5935,no,no,no
5936,yes,yes,no
5937,no,no,no
5938,yes,no,no
5939,no,no,
5940,yes,no,no
5941,no,no,
5942,yes,no,no
5943,no,no,no
5944,yes,no,no
5945,no,no,no
5946,no,no,no
5947,no,no,no
5948,yes,yes,no
5949,yes,no,no
5950,yes,no,no
5951,yes,yes,no
5952,no,no,no
5953,no,no,
5954,yes,yes,no
5955,no,no,no
5956,yes,yes,
5957,no,no,no
5958,yes,no,no
5959,yes,no,no
5960,yes,no,no
5961,no,no,no
5962,yes,no,no
5963,yes,yes,
5964,yes,no,no
5965,no,no,no
5966,no,no,no
5967,yes,no,no
5968,no,no,no
5969,no,no,no
5970,no,no,no
5971,yes,no,no
5972,yes,no,no
5973,yes,no,no
5974,no,yes,no
5975,no,no,no
5976,yes,no,no
5977,no,no,no
5978,no,no,no
5979,yes,no,no
5980,yes,no,no
5981,yes,no,no
5982,yes,no,no
5983,yes,no,no
5984,no,no,
5985,yes,no,no
5986,yes,no,no
5987,no,no,no
5988,no,no,no
5989,yes,no,no
5990,no,no,
5991,yes,no,
5992,no,no,no
5993,no,no,no
5994,no,no,no
5995,no,yes,
5996,no,no,
5997,yes,no,no
5998,no,no,
5999,yes,no,no
6000,yes,no,no
6001,no,no,
6002,yes,no,no
6003,,,no
6004,no,no,
6005,yes,no,no
6006,no,no,no
6007,no,no,no
6008,yes,no,no
6009,no,no,no
6010,yes,yes,no
6011,yes,no,no
6012,yes,yes,no
6013,yes,no,no
6014,,,no
6015,yes,no,
6016,no,no,no
6017,no,no,no
6018,yes,yes,no
6019,no,no,no
6020,no,no,no
6021,no,no,no
6022,no,no,no
6023,no,no,no
6024,no,no,
6025,yes,no,
6026,yes,no,no
6027,no,no,
6028,no,no,no
6029,no,no,
6030,no,no,no
6031,no,no,no
6032,yes,yes,
6033,yes,no,no
6034,no,no,no
6035,no,no,no
6036,no,no,no
6037,yes,no,no
6038,no,no,
6039,yes,no,no
6040,yes,no,no
6041,yes,no,
6042,yes,no,no
6043,yes,no,no
6044,no,no,no
6045,yes,no,
6046,no,no,
6047,no,no,no
6048,yes,no,no
6049,yes,yes,no
6050,no,no,no
6051,no,no,no
6052,yes,yes,no
6053,yes,no,no
6054,no,no,
6055,yes,no,no
6056,,,no
6057,no,no,no
6058,yes,yes,
6059,yes,no,no
6060,yes,no,no
6061,no,no,
6062,yes,no,no
6063,no,no,no
6064,no,no,no
6065,no,no,no
6066,no,no,no
6067,no,no,no
6068,no,no,
6069,no,no,no
6070,yes,no,no
6071,no,no,
6072,no,no,no
6073,no,no,
6074,no,no,no
6075,no,yes,
6076,yes,no,no
6077,no,no,no
6078,no,no,no
6079,yes,no,
6080,no,yes,
6081,yes,no,
6082,yes,no,no
6083,yes,yes,
6084,no,no,no
6085,no,no,no
6086,no,no,no
6087,no,no,
6088,no,no,no
6089,yes,yes,
6090,no,no,
6091,no,no,
6092,no,no,no
6093,no,no,no
6094,no,no,
6095,yes,no,no
6096,no,no,no
6097,yes,no,no
6098,no,no,no
6099,no,no,
6100,yes,yes,no
6101,no,no,no
6102,no,no,no
6103,yes,no,no
6104,yes,no,
6105,no,no,no
6106,yes,no,no
6107,yes,yes,no
6108,no,no,no
6109,no,no,
6110,yes,no,
6111,no,no,
6112,no,yes,no
6113,no,yes,no
6114,no,no,no
6115,yes,no,no
6116,no,no,no
6117,no,yes,no
6118,yes,no,no
6119,yes,no,
6120,no,no,no
6121,no,no,no
6122,yes,yes,no
6123,no,no,
6124,no,no,no
6125,yes,no,no
6126,yes,no,
6127,yes,no,no
6128,yes,no,no
6129,yes,no,
6130,yes,no,no
6131,no,no,no
6132,no,no,
6133,no,no,no
6134,no,no,
6135,no,no,no
6136,no,no,no
6137,yes,no,no
6138,yes,no,
6139,no,no,
6140,no,no,no
6141,yes,no,no
6142,no,no,
6143,no,no,no
6144,no,no,no
6145,yes,yes,no
6146,no,no,no
6147,no,no,no
6148,yes,no,
6149,no,no,no
6150,no,no,no
6151,no,no,
6152,no,no,no
6153,yes,no,no
6154,no,yes,no
6155,yes,no,no
6156,no,no,
6157,no,no,no
6158,,,no
6159,no,no,no
6160,no,no,no
6161,yes,no,
6162,yes,no,
6163,no,no,no
6164,yes,no,
6165,yes,no,no
6166,yes,no,no
6167,yes,no,no
6168,yes,no,no
6169,no,no,
6170,no,no,
6171,yes,no,no
6172,no,no,no
6173,yes,no,
6174,yes,no,no
6175,no,yes,no
6176,yes,no,no
6177,no,no,
6178,no,yes,no
6179,yes,no,no
6180,yes,no,no
6181,yes,no,no
6182,no,no,
6183,no,no,no
6184,no,no,
6185,no,yes,no
6186,yes,yes,
6187,yes,no,no
6188,no,no,no
6189,no,no,no
6190,no,no,no
6191,no,no,no
6192,yes,no,no
6193,no,no,
6194,no,no,no
6195,yes,no,no
6196,no,no,no
6197,no,no,no
6198,no,no,no
6199,no,yes,no
6200,yes,no,no
6201,yes,no,no
6202,no,no,no
6203,yes,no,no
6204,no,yes,no
6205,yes,no,no
6206,yes,no,
6207,no,no,no
6208,no,no,no
6209,no,no,
6210,yes,no,no
6211,yes,yes,no
6212,no,no,
6213,yes,no,no
6214,yes,no,no
6215,no,no,no
6216,no,no,no
6217,yes,no,no
6218,no,yes,
6219,yes,yes,
6220,yes,no,no
6221,no,no,no
6222,no,no,no
6223,no,no,
6224,yes,no,no
6225,yes,no,
6226,yes,no,
6227,yes,no,
6228,no,no,no
6229,yes,no,no
6230,yes,no,no
6231,yes,no,no
6232,yes,no,no
6233,no,no,no
6234,yes,no,no
6235,yes,no,no
6236,no,no,
6237,no,no,no
6238,yes,no,
6239,no,no,no
6240,yes,no,no
6241,yes,no,no
6242,no,no,no
6243,no,no,no
6244,yes,no,
6245,no,no,
6246,yes,no,no
6247,yes,yes,no
6248,yes,no,no
6249,no,no,no
6250,no,no,no
6251,,,no
6252,yes,no,no
6253,yes,no,no
6254,no,no,no
6255,no,yes,
6256,yes,yes,no
6257,yes,no,no
6258,no,yes,
6259,yes,no,no
6260,no,no,no
6261,yes,no,no
6262,yes,no,no
6263,yes,no,no
6264,yes,no,no
6265,yes,no,no
6266,no,no,
6267,no,yes,no
6268,no,yes,no
6269,yes,yes,no
6270,no,no,
6271,yes,no,
6272,yes,no,
6273,no,no,no
6274,no,no,no
6275,no,no,
6276,no,no,
6277,yes,no,no
6278,yes,no,
6279,yes,no,
6280,no,yes,no
6281,no,no,no
6282,no,no,no
6283,no,yes,no
6284,no,no,no
6285,yes,no,no
6286,yes,no,
6287,yes,no,no
6288,no,no,no
6289,no,yes,no
6290,yes,no,no
6291,no,yes,no
6292,yes,no,no
6293,,,
6294,yes,no,
6295,no,no,no
6296,no,no,no
6297,no,no,no
6298,yes,no,no
6299,no,no,
6300,yes,no,no
6301,no,no,no
6302,no,no,no
6303,yes,no,no
6304,yes,no,
6305,yes,no,no
6306,yes,no,
6307,yes,no,no
6308,no,no,
6309,yes,no,
6310,no,no,no
6311,no,no,no
6312,yes,no,no
6313,,,no
6314,yes,no,no
6315,yes,no,no
6316,yes,no,no
6317,no,no,no
6318,no,no,no
6319,no,no,no
6320,no,no,no
6321,no,no,no
6322,yes,no,no
6323,no,no,no
6324,no,yes,no
6325,yes,no,no
6326,yes,no,no
6327,yes,no,no
6328,no,no,
6329,no,no,
6330,yes,no,no
6331,no,no,no
6332,yes,no,no
6333,yes,no,no
6334,no,no,
6335,no,no,no
6336,no,no,
6337,no,no,no
6338,yes,no,no
6339,no,no,
6340,no,no,
6341,yes,no,no
6342,yes,no,
6343,yes,no,
6344,yes,no,no
6345,yes,yes,no
6346,yes,no,no
6347,yes,no,
6348,yes,no,no
6349,yes,no,no
6350,yes,no,no
6351,yes,no,
6352,yes,no,no
6353,no,no,no
6354,no,no,no
6355,yes,no,
6356,yes,no,
6357,yes,no,no
6358,yes,no,no
6359,no,no,no
6360,yes,no,no
6361,no,no,no
6362,no,no,no
6363,no,no,
6364,no,no,no
6365,no,no,
6366,yes,no,no
6367,yes,no,no
6368,no,no,no
6369,no,no,
6370,yes,no,no
6371,no,no,no
6372,no,no,no
6373,yes,no,no
6374,no,no,no
6375,yes,no,
6376,yes,no,
6377,no,no,no
6378,yes,no,no
6379,no,no,
6380,no,no,no
6381,no,no,no
6382,yes,no,
6383,yes,no,no
6384,yes,no,
6385,yes,no,no
6386,,,no
6387,yes,no,no
6388,no,no,no
6389,yes,no,no
6390,no,no,no
6391,no,no,no
6392,yes,no,no
6393,no,no,
6394,no,no,no
6395,no,no,no
6396,yes,no,
6397,yes,no,no
6398,yes,no,no
6399,no,yes,no
6400,no,no,no
6401,no,no,
6402,no,no,no
6403,yes,no,no
6404,no,yes,no
6405,yes,no,
6406,yes,no,
6407,yes,yes,
6408,no,no,
6409,yes,no,
6410,yes,yes,no
6411,no,no,
6412,yes,no,no
6413,yes,no,
6414,yes,no,
6415,yes,no,
6416,no,no,
6417,yes,no,no
6418,no,no,no
6419,,,no
6420,yes,no,
6421,no,no,no
6422,,,
6423,no,no,
6424,no,no,no
6425,no,no,
6426,yes,no,no
6427,no,no,
6428,no,no,no
6429,no,no,
6430,no,no,no
6431,yes,no,
6432,no,no,no
6433,yes,no,
6434,yes,no,no
6435,yes,no,no
6436,no,no,no
6437,yes,no,no
6438,yes,no,no
6439,yes,no,
6440,no,no,no
6441,no,no,no
6442,no,no,no
6443,no,yes,no
6444,yes,no,no
6445,no,no,
6446,yes,no,no
6447,yes,no,
6448,no,no,no
6449,yes,no,
6450,no,no,no
6451,yes,no,
6452,no,no,
6453,yes,no,
6454,yes,yes,no
6455,no,no,no
6456,yes,no,no
6457,no,no,no
6458,yes,no,no
6459,,,no
6460,no,no,
6461,yes,no,
6462,no,no,no
6463,yes,no,no
6464,no,no,no
6465,no,no,no
6466,yes,no,no
6467,no,no,
6468,yes,no,no
6469,no,no,
6470,no,no,no
6471,no,no,no
6472,yes,no,no
6473,yes,no,no
6474,no,no,no
6475,yes,no,no
6476,no,no,no
6477,yes,no,no
6478,yes,no,
6479,no,no,no
6480,yes,yes,
6481,yes,yes,no
6482,yes,no,no
6483,yes,no,no
6484,yes,no,no
6485,no,no,no
6486,yes,no,
6487,yes,no,no
6488,yes,no,no
6489,no,no,no
6490,no,no,no
6491,yes,no,no
6492,yes,yes,no
6493,no,no,
6494,no,no,no
6495,no,no,
6496,yes,yes,
6497,no,no,no
6498,yes,no,no
6499,no,no,no
6500,no,no,no
6501,no,yes,no
6502,yes,yes,no
6503,yes,no,no
6504,no,no,no
6505,no,no,no
6506,no,no,no
6507,yes,no,
6508,yes,no,no
6509,yes,no,no
6510,yes,no,no
6511,yes,no,no
6512,yes,no,
6513,yes,no,
6514,no,no,no
6515,no,no,no
6516,yes,no,no
6517,yes,no,no
6518,no,yes,no
6519,no,yes,no
6520,no,no,no
6521,yes,no,no
6522,no,no,
6523,no,no,no
6524,no,no,no
6525,yes,yes,no
6526,no,no,no
6527,yes,no,
6528,no,no,
6529,no,no,no
6530,yes,yes,
6531,no,no,no
6532,yes,yes,no
6533,no,no,no
6534,yes,no,no
6535,yes,no,
6536,yes,no,no
6537,yes,no,no
6538,no,no,no
6539,yes,yes,no
6540,no,yes,no
6541,yes,yes,
6542,yes,no,no
6543,no,no,no
6544,yes,no,no
6545,yes,yes,no
6546,yes,no,no
6547,yes,no,no
6548,yes,no,no
6549,yes,no,no
6550,yes,yes,no
6551,yes,no,no
6552,no,no,
6553,no,no,no
6554,yes,no,
6555,yes,no,no
6556,no,no,no
6557,no,yes,no
6558,yes,no,no
6559,no,no,
6560,no,no,
6561,no,no,no
6562,yes,no,no
6563,yes,no,no
6564,yes,no,no
6565,yes,yes,no
6566,yes,no,no
6567,no,yes,no
6568,no,no,no
6569,yes,no,no
6570,no,no,
6571,yes,no,no
6572,no,no,no
6573,no,no,no
6574,no,yes,
6575,yes,no,
6576,no,yes,no
6577,yes,no,no
6578,no,yes,no
6579,no,no,no
6580,,,
6581,yes,no,no
6582,yes,no,no
6583,yes,no,no
6584,yes,no,no
6585,no,no,
6586,yes,no,no
6587,no,no,
6588,no,no,no
6589,yes,no,no
6590,yes,no,no
6591,yes,no,
6592,yes,no,no
6593,yes,no,no
6594,yes,no,no
6595,yes,yes,
6596,yes,no,no
6597,yes,no,no
6598,no,no,no
6599,no,no,no
6600,no,no,no
6601,yes,no,no
6602,no,no,
6603,yes,no,no
6604,no,no,no
6605,yes,no,
6606,yes,no,
6607,no,no,no
6608,no,no,no
6609,yes,yes,no
6610,yes,no,no
6611,yes,no,
6612,no,no,
6613,no,no,no
6614,yes,no,no
6615,no,no,no
6616,no,no,no
6617,no,no,no
6618,no,no,no
6619,no,no,no
6620,no,no,no
6621,no,no,
6622,no,no,
6623,,,
6624,yes,no,no
6625,no,no,no
6626,no,no,no
6627,yes,no,no
6628,no,no,no
6629,no,no,no
6630,no,no,
6631,no,no,no
6632,no,no,no
6633,yes,no,no
6634,yes,no,
6635,no,no,
6636,yes,no,
6637,no,no,no
6638,yes,no,no
6639,yes,no,no
6640,no,no,
6641,yes,no,no
6642,no,no,no
6643,no,no,
6644,no,no,no
6645,no,no,
6646,no,no,no
6647,yes,no,no
6648,no,yes,
6649,no,no,no
6650,yes,no,no
6651,no,no,no
6652,no,no,
6653,no,yes,no
6654,no,no,no
6655,no,no,no
6656,yes,no,no
6657,no,no,no
6658,no,no,no
6659,yes,no,no
6660,no,no,no
6661,,,no
6662,yes,no,no
6663,no,no,no
6664,no,no,
6665,yes,yes,
6666,yes,no,
6667,no,no,no
6668,yes,no,
6669,no,yes,no
6670,no,no,no
6671,no,no,no
6672,no,no,no
6673,no,no,no
6674,no,no,
6675,no,no,
6676,no,yes,
6677,no,no,
6678,no,no,
6679,yes,no,no
6680,yes,no,
6681,yes,no,no
6682,yes,no,no
6683,no,no,
6684,no,no,
6685,yes,no,no
6686,no,yes,no
6687,no,no,
6688,yes,no,no
6689,yes,no,no
6690,yes,yes,no
6691,no,no,
6692,yes,no,no
6693,no,no,
6694,no,yes,no
6695,no,no,no
6696,no,no,
6697,no,no,no
6698,no,yes,
6699,no,no,no
6700,yes,no,no
6701,no,no,
6702,no,no,no
6703,no,no,
6704,no,no,
6705,no,no,no
6706,no,no,no
6707,no,no,no
6708,yes,yes,no
6709,yes,no,no
6710,yes,no,
6711,yes,no,no
6712,yes,no,no
6713,yes,no,no
6714,no,no,no
6715,yes,yes,
6716,yes,no,
6717,yes,no,no
6718,,,no
6719,no,no,no
6720,no,no,no
6721,no,no,no
6722,yes,no,
6723,yes,no,no
6724,no,yes,no
6725,yes,no,
6726,no,no,
6727,yes,no,
6728,no,no,
6729,yes,no,no
6730,no,no,no
6731,yes,yes,
6732,no,no,no
6733,no,no,no
6734,yes,yes,no
6735,yes,yes,no
6736,no,no,
6737,no,no,
6738,yes,no,
6739,no,no,
6740,no,no,no
6741,no,no,no
6742,no,no,no
6743,no,no,no
6744,yes,no,
6745,no,yes,no
6746,no,no,no
6747,no,no,no
6748,no,no,
6749,yes,no,no
6750,no,no,no
6751,no,no,no
6752,yes,no,no
6753,no,no,no
6754,no,yes,
6755,no,no,no
6756,no,no,no
6757,yes,no,
6758,yes,no,no
6759,yes,no,no
6760,,,no
6761,yes,yes,
6762,no,no,
6763,no,yes,no
6764,yes,yes,
6765,yes,no,no
6766,no,no,no
6767,no,no,no
6768,no,no,no
6769,yes,yes,no
6770,no,no,
6771,yes,no,
6772,yes,no,no
6773,no,no,
6774,no,no,
6775,no,yes,
6776,no,no,no
6777,yes,no,no
6778,yes,no,no
6779,no,no,no
6780,yes,no,no
6781,yes,no,
6782,yes,no,no
6783,yes,no,
6784,yes,no,no
6785,no,yes,no
6786,no,yes,
6787,yes,no,
6788,no,yes,no
6789,no,no,no
6790,no,no,no
6791,no,no,
6792,no,no,
6793,no,no,no
6794,yes,no,no
6795,no,yes,no
6796,yes,no,no
6797,yes,no,no
6798,yes,no,no
6799,no,no,
6800,yes,no,
6801,no,no,no
6802,no,no,no
6803,no,no,
6804,yes,no,no
6805,no,yes,no
6806,yes,no,
6807,yes,no,no
6808,,,no
6809,no,no,no
6810,yes,no,no
6811,yes,no,no
6812,yes,no,
6813,no,yes,no
6814,no,no,no
6815,no,no,no
6816,no,yes,no
6817,no,no,
6818,,,
6819,yes,no,
6820,no,no,no
6821,yes,no,no
6822,no,yes,no
6823,yes,no,no
6824,no,yes,no
6825,yes,no,
6826,no,no,no
6827,no,no,
6828,yes,yes,no
6829,no,yes,no
6830,no,no,no
6831,yes,yes,no
6832,no,no,
6833,no,yes,no
6834,no,yes,no
6835,no,no,
6836,no,no,no
6837,yes,no,no
6838,no,no,
6839,no,no,no
6840,yes,no,no
6841,no,no,no
6842,no,no,no
6843,no,no,no
6844,no,no,
6845,yes,no,
6846,no,no,no
6847,no,no,no
6848,no,no,no
6849,no,no,no
6850,no,no,no
6851,no,no,no
6852,yes,no,no
6853,no,no,no
6854,yes,no,no
6855,yes,yes,no
6856,,,no
6857,no,yes,no
6858,no,no,no
6859,no,no,no
6860,no,yes,no
6861,no,no,no
6862,no,no,no
6863,yes,no,no
6864,no,no,no
6865,no,yes,
6866,yes,no,
6867,yes,no,
6868,no,no,
6869,no,no,no
6870,yes,no,no
6871,yes,no,no
6872,no,no,no
6873,no,no,
6874,yes,no,
6875,no,no,no
6876,yes,yes,no
6877,yes,yes,
6878,no,no,no
6879,yes,no,
6880,no,no,no
6881,no,yes,no
6882,yes,no,
6883,yes,no,no
6884,no,no,no
6885,no,yes,
6886,no,no,no
6887,yes,yes,no
6888,no,yes,no
6889,no,yes,
6890,yes,no,no
6891,no,no,no
6892,no,no,
6893,no,no,no
6894,no,yes,no
6895,no,no,no
6896,no,no,
6897,no,no,no
6898,yes,no,no
6899,no,no,no
6900,yes,no,no
6901,yes,no,no
6902,yes,no,no
6903,no,no,
6904,no,no,
6905,no,yes,no
6906,yes,yes,no
6907,no,no,
6908,yes,no,no
6909,yes,no,
6910,no,no,
6911,no,yes,
6912,no,yes,
6913,yes,no,no
6914,yes,no,
6915,yes,no,
6916,yes,no,no
6917,no,no,
6918,yes,no,
6919,no,no,
6920,yes,no,no
6921,no,no,no
